Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
486,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,0.0,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,0.0,nfalyda01
487,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,0.0,peterdr01
488,Curtis Jones,24,DEN,SG,3,0,2.3,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.0,0.7,0.0,jonescu01
489,Drew Timme,25,LAL,PF,3,0,3.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.3,0.0,0.7,0.0,timmedr01
490,AJ Johnson,21,WAS,SG,13,0,4.1,0.2,1.2,.125,0.0,0.2,.000,0.2,1.0,.154,.125,0.2,0.3,.750,0.2,0.4,0.5,0.4,0.0,0.0,0.2,0.3,0.5,0.0,johnsaj01
491,Amari Williams,24,BOS,PF,6,0,5.2,0.2,0.3,.500,0.0,0.0,0.0,0.2,0.3,.500,.500,0.2,0.3,.500,0.3,0.8,1.2,0.2,0.2,0.3,0.0,0.7,0.5,0.0,william01
492,Pacome Dadiet,20,NYK,SG,11,0,3.3,0.1,0.7,.125,0.0,0.5,.000,0.1,0.3,.333,.125,0.2,0.2,1.000,0.0,0.6,0.6,0.4,0.1,0.0,0.0,0.3,0.4,0.0,dadiepa01
493,Lachlan Olbrich,22,CHI,C,5,0,7.2,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.0,0.0,0.0,0.6,1.6,2.2,0.6,0.0,0.0,0.4,1.6,0.4,0.0,olbrila01
494,Garrett Temple,39,TOR,SG,9,0,3.0,0.1,0.7,.167,0.1,0.4,.250,0.0,0.2,.000,.250,0.1,0.2,.500,0.0,0.4,0.4,0.3,0.3,0.1,0.3,0.2,0.4,0.0,templga01
495,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0.0,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,0.0,telfoja01
496,Sharife Cooper,24,WAS,PG,4,0,2.5,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,coopesh01
497,Isaiah Crawford,24,HOU,SF,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,crawfis01
498,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,essenno01
499,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,0.0,0.0,0.2,.000,.000,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,evbuoto01
500,Vladislav Goldin,24,MIA,C,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,goldivl01
501,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,hepbuch01
502,Joe Ingles,38,MIN,SF,8,0,2.9,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.3,0.0,0.0,inglejo01
503,Chris Mañon,24,LAL,SG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,0.0,.000,0.0,0.0,0.0,0.3,0.7,1.0,0.0,0.3,0.7,0.0,1.0,0.0,0.0,manonch01
504,Alijah Martin,24,TOR,SG,2,0,3.5,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.5,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,martial01
